,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,area,equivalent_diameter,orientation,major_axis_length,minor_axis_length,perimeter,min_intensity,mean_intensity,max_intensity,solidity,eccentricity,centroid_local-0,centroid_local-1,feret_diameter_max,moments-0-0,moments-0-1,moments-0-2,moments-0-3,moments-1-0,moments-1-1,moments-1-2,moments-1-3,moments-2-0,moments-2-1,moments-2-2,moments-2-3,moments-3-0,moments-3-1,moments-3-2,moments-3-3,moments_central-0-0,moments_central-0-1,moments_central-0-2,moments_central-0-3,moments_central-1-0,moments_central-1-1,moments_central-1-2,moments_central-1-3,moments_central-2-0,moments_central-2-1,moments_central-2-2,moments_central-2-3,moments_central-3-0,moments_central-3-1,moments_central-3-2,moments_central-3-3,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6,label,major_axis_length/minor_axis_length,perimeter/major_axis_length,perimeter/minor_axis_length,Labels,Filename,Region
22,22,22,22,22,692717.5409999999,939.146083702052,-0.2723099999497337,1125.0393955476454,953.4336109287348,4861.55621588718,106.0,184.2079847908745,225.0,0.8304389011682981,0.5308482934363588,64.93447401774398,49.22686945500634,1176.7839664526364,7890.0,388400.0,24370374.0,1745868068.0,512333.0,24701592.0,1592827908.0,118038106266.0,40232235.0,1866889854.0,119861205298.0,8919671628960.0,3436566089.0,152668129086.0,9636078161022.0,711525825359400.0,7890.0,5.684341886080801e-13,5250657.90367554,29243946.178053368,3.0252067517722005e-10,-518957.7084917628,61443817.43148305,-630231984.5352546,6964161.123067171,-46220634.55140437,3434108575.4627843,-50278700881.9922,-80321208.2856462,-934789764.1144408,49295477641.49124,-1851783037477.38,0.1962153730836825,0.0010356196650632,0.0032127296593339,2.1080500488858814e-05,-3.352760222761212e-10,-2.881528169390007e-07,-5.475778965309717e-09,23,1.1799871356032332,4.321231980966033,5.098998147497194,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",23
23,23,23,23,23,64179.53389999999,285.8599666342787,-0.2085660800139302,442.1282887992642,223.8844887550687,1470.319644511513,128.0,169.77701778385773,200.0,0.7428861788617886,0.8623110169951095,21.07250341997264,9.114911080711355,459.51228982476624,731.0,6663.0,90059.0,1466775.0,15404.0,125084.0,1562648.0,24006764.0,423080.0,3114690.0,35677746.0,506323458.0,13303082.0,90414428.0,960612068.0,12685998200.0,731.0,-5.364597654988756e-13,29326.347469220247,111281.12397424206,2.7640112421067897e-12,-15322.090287277704,-55801.60442098122,-1557025.7029296695,98479.15731874145,-95896.98006778191,3377048.900754589,2861137.09992702,237322.49428756948,-4368272.227690363,4047996.5175769553,-268498436.64202625,0.2391744621856042,0.0200362235972374,0.0015473645637794,0.0001589917674511,4.0471222998184015e-08,1.874753423729913e-05,-6.768325388216278e-08,24,1.974805361719167,3.325549804796747,6.567313585176745,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",24
24,24,24,24,24,1037495.9672999998,1149.3393289492965,1.16300752386149,1325.5096812874156,1032.8452280073936,4653.589876651104,100.0,171.56833375645255,217.0,0.9146284829721362,0.6267677841155701,67.67140560209867,65.9048827959719,1356.8717673383878,11817.0,778798.0,65193406.0,6200047294.0,799673.0,54816142.0,4691742770.0,450721595188.0,64002007.0,4450041276.0,380337118364.0,36272729707254.0,5633721839.0,393807328282.0,33377294697782.0,3142637182295800.0,11817.0,6.838263288955204e-11,13866815.08826266,75701866.20905608,-4.22517132392386e-10,2113786.659896764,1395625.8393368693,3336341648.712524,9887011.067952955,-54089322.8783313,8077120800.424561,-58948907786.82204,-35519808.38912399,4458707059.028378,-16758263638.41254,4900991177090.82,0.1701057925285773,0.0017288028861969,0.0002526001133809,7.080556097312074e-06,-2.9917657672038956e-10,-2.8004475175119285e-07,1.2688436213145392e-11,25,1.283357511216508,3.5107928235810806,4.505602340467792,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",25
25,25,25,25,25,1128629.1494999998,1198.7557150997086,-1.4541018307672715,2095.9796319171205,761.5664789443492,7130.552079197512,105.0,178.34795799299883,223.0,0.7485151973914056,0.9316541494603832,51.66861143523921,110.11015169194866,2042.5955265054315,12855.0,1415466.0,195586092.0,30349423152.0,664200.0,69100038.0,9306112448.0,1425754351878.0,40098800.0,3950780714.0,517650792052.0,78046406297546.0,2661658308.0,248918934270.0,31693401649004.0,4693310300051550.0,12855.0,3.999502951046451e-10,39728916.02520418,64294952.86072474,5.6139981552405516e-11,-4035124.7537922985,89067055.78706665,-25011231834.35354,5780508.284714117,-47525650.67229164,18510299880.8682,-367761671560.64685,-7532681.141519711,-4472855837.917056,84377984522.6684,-26993285257817.8,0.2753957157598163,0.0445886816228702,0.0003369235355948,1.9738500264548187e-05,-1.608575447668268e-09,-4.106274997886849e-06,-5.935623928892483e-11,26,2.752195231626368,3.402014013216074,9.36300674509936,Incomplete,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",26
26,26,26,26,26,367517.8234,684.0601041925146,0.7260364706675124,930.2121654677836,554.3501720932971,3128.5436186770767,111.0,181.38987099856664,223.0,0.8449737585789261,0.8030293352195756,47.20855231724797,35.9168657429527,938.1705188823618,4186.0,150348.0,7048664.0,382657878.0,197615.0,7923234.0,396590552.0,22424797662.0,11174697.0,472220936.0,24310987006.0,1398928685516.0,688660349.0,29936784582.0,1563100132904.0,90727060211274.0,4186.0,-2.6929569685307797e-11,1648635.0692785473,11064350.560013829,3.292655037512304e-11,825522.576206402,4532961.714534079,676818892.7751691,1845578.933827041,-7082607.322994846,702976220.7210027,605573650.6460234,-13135138.260263288,685945940.7640961,-2305824491.13044,476263158402.8572,0.19941189097241,0.0090044445016435,0.0013684108524313,6.990854730585108e-05,-1.2374769694444089e-08,-4.51354359479015e-06,1.7731124339206746e-08,27,1.6780226872757766,3.3632581198331235,5.643623428244454,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",27
27,27,27,27,27,284549.7528999999,601.913613267634,0.3553068312309173,739.3954849030347,529.5534395845214,2712.93409169118,116.0,171.7624190064795,227.0,0.8682025180819716,0.6978973223863059,43.44245603208886,28.746683122493057,774.7125972901176,3241.0,93168.0,3399612.0,141588852.0,140797.0,4247817.0,163305503.0,7101190563.0,7303563.0,225299851.0,8860251837.0,392821413901.0,414246169.0,12914512833.0,513442644095.0,22990037879667.0,3241.0,8.398615136684384e-12,721341.0268435666,2388959.252723587,-3.47313289239537e-11,200370.2564023451,4098047.6278965264,100066272.9504694,1186995.5180499845,-2062512.3339592493,225056235.53922543,554965343.8616389,-6170546.71143702,140666794.70307648,1591775233.5476382,51943617353.685,0.1816757263099505,0.0034207151755274,0.001159125552261,1.2309406909929988e-05,9.099236861663183e-10,3.749040363231074e-07,1.154976217617896e-09,28,1.3962622648304426,3.6691245038464873,5.12306008968557,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",28
28,28,28,28,28,390081.6266999999,704.746303849165,-1.5002605153028608,872.9330257948766,655.0521510253471,3154.3800754387694,114.0,183.68017105559304,224.0,0.8496844520940906,0.6609798210157496,31.31915372496061,50.63673193787981,970.5076729217548,4443.0,224979.0,13797093.0,939217287.0,139151.0,6972126.0,413840120.0,26949344712.0,5720475.0,291878136.0,17010438386.0,1066940321046.0,274799393.0,14436062682.0,838695450368.0,51570630317004.0,4443.0,-5.343281372915953e-12,2404891.685347738,-2974123.984176751,4.9752202357922215e-11,-74025.88588791336,-10776298.744237255,-259691654.01529765,1362383.4400180052,6848833.067156907,434752550.681807,4533886990.737821,10301564.314676786,95454133.13528432,-1704325069.4771488,-39608251988.46232,0.1908423305787958,0.0028452835132136,0.0013692170400112,8.801720753830386e-06,-1.33332032505469e-10,4.670178822833388e-07,9.570021507880994e-10,29,1.332616074046139,3.613541912412409,4.8154640367202015,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",29
29,29,29,29,29,4688881.241399999,2443.3724679461748,-1.4752852722369048,2889.749490551208,2444.493239099661,14323.03167871054,106.0,175.69675691869827,255.0,0.8134090805245442,0.5333118135816919,124.18582181777327,154.09137550088005,3034.1732548092896,53406.0,8229404.0,1584735238.0,340546187666.0,6632268.0,1013403284.0,189274539656.0,39721093445234.0,1051634074.0,156336438692.0,27889123924704.0,5619663942445646.0,192169432044.0,27501488335964.0,4661523050030996.0,8.95954474200534e+17,53406.0,-2.3283064365386963e-10,316655056.08755577,-1235471265.8140717,5.3551048040390015e-09,-8572014.810470764,-4885361132.695807,299066981203.77966,228000421.90428048,-3582256886.509412,1008982898330.9712,-39440334139312.81,4942550774.772796,-378971350205.9789,-7397771855416.771,171204152676250.38,0.1909597217409399,0.0010022756228695,0.001092323288156,5.343127251736456e-05,-6.045713357388834e-09,1.6679539899295662e-06,-1.1404973589903144e-08,30,1.1821466487735268,4.956495961170144,5.859305090156806,Incomplete,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",30
30,30,30,30,30,376121.9195999999,692.0211714076524,1.5640714433708311,1138.6333516672478,472.54432204841953,3629.149051060154,112.0,148.45541549953316,186.0,0.8172453262113697,0.9098168116792072,29.886321195144724,58.39192343604108,1209.056816282841,4284.0,250151.0,18560481.0,1588541795.0,128033.0,7498102.0,567662816.0,49657014610.0,4507565.0,257661326.0,19300128768.0,1685522616782.0,174008489.0,9597729868.0,701268512762.0,60450278016808.0,4284.0,-3.467448550509289e-12,3953682.960550886,43033304.06616951,2.2964741219766438e-11,22008.866713351905,10388039.17753889,136486127.83056796,681129.6384220357,-6859592.482451258,426197618.4859005,-3837857796.8307376,-1418964.6968200142,-6910990.193891864,2122450597.011507,-35660462374.01556,0.2525417900805705,0.0318019813888126,0.0035401094129502,0.0009626074426502,1.7191768017884746e-06,0.0001528436374509,4.495370924139026e-07,31,2.409580008773393,3.187285042850853,7.680018321515861,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",31
31,31,31,31,31,1457340.7430999996,1362.1834914095264,1.050218433214013,1796.0024466404109,1336.666376094527,9632.190304666718,105.0,178.42249533104405,225.0,0.697436974789916,0.6679063829733719,93.11452497138382,101.068076390144,2052.9069130869034,16599.0,1677629.0,203463429.0,27213540395.0,1545608.0,163548364.0,20869142176.0,2934434042824.0,169236894.0,18954136898.0,2529331177054.0,369272306023214.0,20448865526.0,2418912746350.0,334934213265154.0,5.031275174010511e+16,16599.0,-2.539195520512294e-10,33908693.07367911,-204289753.4937357,5.749143383582123e-10,7336736.586782336,440721928.0015582,42000480049.8746,25318339.2880294,483376082.9404816,50654186652.5358,2435840540324.781,-24557738.1807995,26321793669.7952,1875573723569.568,165996581537488.66,0.214959242247031,0.0038082714130958,0.0036113918207741,0.0001992533490839,1.4977939898091396e-07,7.459301635473987e-06,7.832559483460003e-08,32,1.3436430202486072,5.363127607473265,7.206128976484064,Incomplete,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",32
32,32,32,32,32,803868.4163999998,1011.6901978986016,-0.1703965470092907,1908.841425711388,764.61814458484,6021.781253606564,110.0,183.1769331585845,221.0,0.6361425693045231,0.9162676402545284,87.63761467889908,63.09949759720402,1695.3745639828385,9156.0,577739.0,40838993.0,3096415799.0,802410.0,47299610.0,3235885878.0,240376203608.0,93497022.0,5082646680.0,330157195964.0,23615406987078.0,12321159162.0,624426323378.0,38592897339162.0,2657916883490336.0,9156.0,3.993250174971763e-11,4383952.357688946,-33754524.19623308,6.445048938985565e-10,-3332057.866972474,77356300.33329237,-5829491147.495413,23175723.60550459,-232941228.1676747,13766103416.909613,-381049291701.6842,65172903.85169587,-15015261792.309532,495751606959.1033,-27381823926579.72,0.3287475606452567,0.0565664474694615,0.0073067989943473,0.0014210618779392,6.729539869809782e-07,-8.308974553135737e-05,4.529412017979253e-06,33,2.496463678281948,3.154678629924623,7.875540616259078,Incomplete,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",33
33,33,33,33,33,388325.6886999999,703.1583200740473,-1.5262422942379097,922.5960745478112,548.1475665952394,2789.168776833718,106.0,182.99344336423243,223.0,0.9134655101197852,0.8043645821304101,29.390685055392268,49.186977164820256,963.4711327798046,4423.0,217554.0,13377422.0,913942842.0,129995.0,6316907.0,382825599.0,25791679259.0,4770129.0,233342011.0,13978857883.0,925961700451.0,197013671.0,9758934773.0,580666567173.0,37958345239097.0,4423.0,5.2438053899095394e-11,2676598.369884693,-7359674.235991231,-4.277467269275803e-11,-77154.09654080954,-2756044.2856255,-103052197.47136112,949486.8962242816,3249008.308081627,414660036.8890237,1607580372.2240734,1004171.2251071404,-18103914.902653128,-84584442.68091401,-26917578319.90001,0.1853549264585571,0.0078564429273939,0.0002236726410111,1.1795603112659567e-05,4.5872483886743056e-10,6.541215882716703e-07,3.9580572208579207e-10,34,1.6831162460109406,3.023174337914632,5.088353842667486,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",34
34,34,34,34,34,6116634.429199998,2790.6882369670084,1.4275701503015925,4627.777762743937,1788.3843769521293,14412.793371979284,107.0,174.99177527702818,221.0,0.8457420333839151,0.922312200092326,106.0548889016478,236.1115863811219,4860.393408573013,69668.0,16449422.0,4927624708.0,1655866193456.0,7388632.0,1872186035.0,582308504015.0,199484636455325.0,960627870.0,254442451041.0,80185448087833.0,2.7450865466255668e+16,140269566526.0,38375769150737.0,1.2153055838086444e+16,4.131501497574322e+18,69668.0,6.984919309616089e-10,1043725584.5274732,-474500459.3834,-1.193257048726081e-09,127644412.29367882,-566836299.6476021,2925418173409.656,177027324.10484,552452803.9374368,1966345922491.4792,-52611877980957.44,841058116.333782,773633329389.8395,-549328797328.15625,1.3502672366032716e+16,0.2515133729380521,0.0346526760012582,6.70500438037913e-06,4.9520593608567785e-08,2.828328419925316e-14,-6.150343159068887e-09,-3.782014170379978e-15,35,2.587686306358184,3.114409142117823,8.059113889455029,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",35
35,35,35,35,35,12203.769099999998,124.65280347002648,0.6307067766084398,213.60692988299093,101.55583090968064,620.474841843359,184.0,203.18705035971223,220.0,0.6465116279069767,0.8797518124141217,8.870503597122303,8.956834532374101,202.70409270658547,139.0,1245.0,13387.0,157683.0,1233.0,12708.0,143610.0,1720782.0,14237.0,152746.0,1741524.0,20794924.0,184863.0,2003478.0,22794240.0,269966904.0,139.0,1.9539925233402755e-14,2235.7410071942445,-2272.468402256612,-4.973799150320701e-14,1664.2230215827335,-4951.772113244659,54574.69091073606,3299.669064748201,-4297.445836136851,59372.66928518155,-258164.26544976345,34.187671445568164,69199.8945073743,-236391.61473194245,2398746.111280472,0.2864970794442547,0.0327095149298402,0.0064460666154939,0.0012978976547413,3.62529082521452e-06,0.000194382444663,-9.750271394492977e-07,36,2.10334481013664,2.904750525571624,6.109691942702753,Incomplete,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",36
36,36,36,36,36,492979.5934999999,792.2632852730621,0.4156027907663012,2008.5745249908327,563.866132709947,5813.367710368258,113.0,176.3519145146928,225.0,0.5567122744398175,0.9597869268059916,84.47052537845057,62.50543187889581,1775.8807518805984,5615.0,350968.0,25629772.0,1994145106.0,474302.0,35133520.0,2737849912.0,219626268880.0,53769042.0,4136904110.0,326741541182.0,26359087528130.0,6803927636.0,526942770670.0,41653675884850.0,3355687668242494.0,5615.0,1.9312551557959523e-11,3692365.584327695,-69440672.82397936,2.3149482331064064e-10,5487068.648975955,-113053585.47668508,8066410526.819791,13704502.871950133,-150944225.05773607,12408782775.509829,-420404234598.18207,-53224706.12419999,22456205967.02161,-587420980376.0162,35300917151198.266,0.5517871195183943,0.2220001516998642,0.0409836015718429,0.0136555310576467,0.0002734168593959,0.003380246176482,-0.0001720571461958,37,3.5621478370009587,2.894275337080056,10.309836631664943,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",37
37,37,37,37,37,194118.9459,497.1518060936575,0.1550270646476367,673.8603322453055,413.4365497977608,2121.396730988128,115.0,182.56580732700127,217.0,0.8110785033015407,0.7896679299268065,33.691542288557216,18.412030755314337,651.4677387254108,2211.0,40709.0,1029195.0,30173753.0,74492.0,1439539.0,38259393.0,1180000783.0,3213834.0,64223575.0,1751073825.0,55255284907.0,153796844.0,3131302243.0,86291631729.0,2747158685935.0,2211.0,3.410605131648481e-12,279659.63998190855,925979.222050187,-2.9331204132176936e-11,67990.00497512442,1080558.009016425,34568284.12476962,704083.631840796,468988.2938878656,85341331.13261573,408435819.7683317,-1925507.0330932464,20656756.60774398,121117878.64694253,10935918213.064783,0.201235357651671,0.0083115449136327,0.0005096951458619,5.034046521093955e-05,-7.965909443561744e-09,-3.265379613965552e-06,1.251624301233907e-09,38,1.629900241221864,3.1481252560447137,5.131130114223921,Incomplete,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",38
38,38,38,38,38,265761.2162999999,581.7024067769318,1.3100928463767842,721.515407004936,488.5131315493958,2413.312793086128,115.0,185.4380574826561,223.0,0.9101022248947684,0.7359228342948448,25.581764122893954,40.73538156590684,830.5541784254655,3027.0,123306.0,6104324.0,335334102.0,77436.0,3305691.0,166432677.0,9256566237.0,2535554.0,110566271.0,5577062489.0,309503163197.0,93655704.0,4117657047.0,206650327425.0,11374249942209.0,3027.0,-6.117772954894463e-12,1081407.0406342917,-1430922.1985146625,-6.249223361010081e-12,151305.9930624381,-2053714.418934252,175886386.36582386,554604.5133795837,-461837.1207683896,173943262.5885504,-1090268336.0808036,416235.965601953,40944008.54231109,-830311537.751037,50121534827.34222,0.1785506865928126,0.0043963107270713,0.0001702410778014,2.4647954039883803e-05,1.3392332695253026e-09,1.0094481989397468e-06,8.69294144771004e-10,39,1.476962153947709,3.344783451130958,4.940118570471031,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",39
39,39,39,39,39,332574.6571999999,650.7282114091726,-0.0538542250934258,1012.0991758769504,441.77773255095815,2820.712753910923,118.0,169.96779303062303,208.0,0.9163038219641992,0.8997059623827987,53.10137275607181,29.071805702217528,990.2986281925264,3788.0,110124.0,3734264.0,138376584.0,201148.0,5727554.0,192652204.0,7120963652.0,13436968.0,384825546.0,13010828720.0,482964597612.0,1000316950.0,28983979598.0,987264860668.0,36835015110392.0,3788.0,-2.245315045001917e-12,532760.468848997,-1161831.1211863374,-6.835421118012164e-11,-120181.57338965232,1345450.0675617603,-39645364.20743345,2755733.072861668,6952236.13103571,347057531.1158148,1280595964.4474397,-5870914.715933921,-187912198.14381096,1028389802.9000536,-53612759938.25082,0.2291801781169865,0.0242815501911702,0.0007474744289981,6.92489563618637e-05,-5.435852188738693e-11,-1.4663893629237974e-06,1.5754892129475884e-08,40,2.290969194017054,2.786992442185193,6.384913829004633,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",40
40,40,40,40,40,196489.46219999995,500.17812166945583,-1.3541632859760957,570.329033808823,507.4188202850553,2102.047951242769,119.0,178.24932975871317,213.0,0.9009661835748792,0.4565556085001312,29.696604110813222,21.808310991957104,699.2431165910751,2238.0,48807.0,1577625.0,60257763.0,66461.0,1426727.0,45550595.0,1715235893.0,2388855.0,47772579.0,1464839203.0,53494246353.0,96006011.0,1759554419.0,51265878167.0,1804241238257.0,2238.0,-1.503508428868372e-11,513226.7654155496,3467208.5521566328,1.8516743693908208e-11,-22675.156836461258,-310496.3161598202,-21547759.778194107,415188.99419124215,-2977563.4432457155,83138617.35968593,-735805344.791575,405723.4035351689,-8913091.365872713,154474849.68461183,-3305028863.2647457,0.1853626968909732,0.0004651126578435,0.0027704951928701,4.4318576378568766e-06,3.807167482123345e-10,6.538547044655243e-08,3.10193567775372e-10,41,1.1239808438489265,3.6856758583807,4.142629061456354,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",41
41,41,41,41,41,620197.3015999999,888.6280042487747,-0.8050134074166831,1260.2903667628864,662.3855335774304,4001.7326334736654,108.0,175.46262740656852,222.0,0.8958782498414711,0.8507431417330594,59.714750849377126,62.435447338618346,1258.1296873136723,7064.0,441044.0,32746898.0,2673434456.0,421825.0,23448645.0,1580953649.0,119103656943.0,30172567.0,1567870953.0,98701879277.0,6962186304783.0,2382091639.0,119211154251.0,7153651500983.0,478980643428693.0,7064.0,3.240074875066057e-11,5210118.56398641,-21724936.041569043,-7.949552127684001e-11,-2888187.573612686,-13868639.847272856,-4166062149.6635184,4983392.222961495,28968037.729663216,3616497085.222448,41722364931.0524,-14819731.848876804,-3808716592.04354,-55443059153.07271,-4869096160054.488,0.204278380285038,0.0134207437293875,0.0007116615812999,4.977317583316012e-05,4.49239361158039e-09,2.5359772142061124e-06,-8.220153028980462e-09,42,1.902653821493164,3.175246545565765,6.041394974103672,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",42
42,42,42,42,42,2838649.370799999,1901.126148507812,-0.5599452998886781,2328.5626587986794,1678.9335470023632,8575.368219645923,106.0,178.8176419646171,223.0,0.8904188813307262,0.6929172458242894,121.43421378201162,107.5844055424966,2328.591107086,32332.0,3478419.0,456006095.0,66576840261.0,3926211.0,395433483.0,50884914975.0,7447875591249.0,584670805.0,55774745655.0,6985163857103.0,1011403039510077.0,96107099613.0,8757862581825.0,1063613764226613.0,1.5135685636706742e+17,32332.0,8.344613888766617e-11,81782454.65727447,-79337929.54835157,3.777927304327022e-09,-26965593.469411086,1312328035.8841424,-124056712486.06596,107894459.07271431,-577624054.7313781,226685371501.1256,-3150238075459.546,-1096097531.3318272,-178407002975.8019,4491446184504.6045,-723950909466907.1,0.1814468087352884,0.0032855927229047,0.0007943629955561,1.3539018339483053e-05,8.345412731012155e-10,1.4277793864468704e-07,1.129144415462835e-09,43,1.3869296155027642,3.682687338149625,5.107628133916758,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",43
43,43,43,43,43,560232.0188999999,844.5765570333438,0.8669108668916633,1212.086161723185,653.4757038977372,4559.499798300692,116.0,177.15671524839368,218.0,0.7831369661266568,0.8422206119204032,48.55367497257483,60.62607741733271,1216.8380001051903,6381.0,386855.0,28144311.0,2272120157.0,309821.0,21118740.0,1642145116.0,138212917452.0,18965445.0,1367331038.0,108954755502.0,9286110994442.0,1308094109.0,96556195104.0,7746358776880.0,660903026691312.0,6381.0,-1.4665602066088468e-11,4690809.820717757,-2929819.225126886,-2.716404878810863e-11,2335508.068484564,-7549998.558563246,3513685544.7666755,3922496.866321893,-9264498.130216574,2545583997.682912,-13838503850.208595,6348780.903082504,2083460653.0378325,-7681803490.711718,2707207759090.864,0.2115399619104006,0.0135164180947118,0.0001379274401652,1.4192703346194833e-05,-2.5272687084010353e-10,5.803488883285138e-07,-5.748448738811469e-10,44,1.8548297274000327,3.7616961089784207,6.977305768378209,Incomplete,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",44
44,44,44,44,44,230818.0501,542.1131514969748,0.1933778278517808,647.4028959122097,486.1798008113727,2566.619445723846,114.0,173.59946747812856,220.0,0.8375278751194648,0.6603369409344387,34.39786991251427,30.313046785850133,688.0413394557045,2629.0,79693.0,2870739.0,114320461.0,90432.0,2805775.0,102807307.0,4140054217.0,3882442.0,120932763.0,4428738663.0,177736984233.0,185957760.0,5798221585.0,211288458361.0,8413053435307.0,2629.0,-6.480149750132114e-12,455001.3624952454,-285339.794852483,3.154809746774845e-11,64505.55306200065,149280.62938758262,16279675.415686898,771773.8280715104,-1193590.2350725404,115925484.24747908,-564510887.4051325,-684726.3386556171,55474676.01042572,-373277126.7616099,14684747109.953009,0.1774940554011349,0.0024489584895916,9.668472986912123e-05,1.969860875802899e-05,-6.513395234534256e-10,-4.581781677326168e-07,-5.610624309150753e-10,45,1.3316120802052576,3.964485580663652,5.279156891011274,Crystal,"../Images/Additional/L2 2.5, 5, 10 nM/L2 10nM/L2_10nM_05.bmp",45
